file,question,score
n02-sor-et35-p03-c02.txt,Q7,8.04545454545455
n02-sor-et35-p03-c02.txt,Q8,7.40909090909091
n02-sor-et35-p03-c02.txt,Q9,7.59090909090909
n02-sor-et35-p03-c13.txt,Q1,7.89189189189189
n02-sor-et35-p03-c13.txt,Q2,6.89189189189189
n02-sor-et35-p03-c13.txt,Q3,7.48648648648649
n02-sor-et35-p03-c13.txt,Q4,8
n02-sor-et35-p03-c13.txt,Q5,7.32432432432432
n02-sor-et35-p03-c13.txt,Q6,7.2972972972973
n02-sor-et35-p03-c13.txt,Q7,8.24324324324324
n02-sor-et35-p03-c13.txt,Q8,7.62162162162162
n02-sor-et35-p03-c13.txt,Q9,7.45945945945946
n02-sor-et35-p04-c01.txt,Q1,6.19512195121951
n02-sor-et35-p04-c01.txt,Q2,7.60975609756098
n02-sor-et35-p04-c01.txt,Q3,6.58536585365854
n02-sor-et35-p04-c01.txt,Q4,7.26829268292683
n02-sor-et35-p04-c01.txt,Q5,5.48780487804878
n02-sor-et35-p04-c01.txt,Q6,5.525
n02-sor-et35-p04-c01.txt,Q7,7.19512195121951
n02-sor-et35-p04-c01.txt,Q8,6.5609756097561
n02-sor-et35-p04-c01.txt,Q9,6.38461538461539
n02-sor-et35-p04-c02.txt,Q1,7.91111111111111
n02-sor-et35-p04-c02.txt,Q2,7.91111111111111
n02-sor-et35-p04-c02.txt,Q3,8.04444444444444
n02-sor-et35-p04-c02.txt,Q4,8.48888888888889
n02-sor-et35-p04-c02.txt,Q5,7.93333333333333
n02-sor-et35-p04-c02.txt,Q6,7.33333333333333
n02-sor-et35-p04-c02.txt,Q7,8.55555555555556
n02-sor-et35-p04-c02.txt,Q8,8.11111111111111
n02-sor-et35-p04-c02.txt,Q9,8
n02-sor-et35-p04-c03.txt,Q1,7.42857142857143
n02-sor-et35-p04-c03.txt,Q2,6.97619047619048
n02-sor-et35-p04-c03.txt,Q3,7.02380952380952
n02-sor-et35-p04-c03.txt,Q4,7.69047619047619
n02-sor-et35-p04-c03.txt,Q5,7.21951219512195
n02-sor-et35-p04-c03.txt,Q6,6.78571428571429
n02-sor-et35-p04-c03.txt,Q7,7.85714285714286
n02-sor-et35-p04-c03.txt,Q8,7.19047619047619
n02-sor-et35-p04-c03.txt,Q9,7.26829268292683
n02-sor-et35-p05-c02.txt,Q1,7.80487804878049
n02-sor-et35-p05-c02.txt,Q2,8.29268292682927
n02-sor-et35-p05-c02.txt,Q3,8.17073170731707
n02-sor-et35-p05-c02.txt,Q4,8.41463414634146
n02-sor-et35-p05-c02.txt,Q5,7.31707317073171
n02-sor-et35-p05-c02.txt,Q6,6.75609756097561
n02-sor-et35-p05-c02.txt,Q7,8.21951219512195
n02-sor-et35-p05-c02.txt,Q8,7.34146341463415
n02-sor-et35-p05-c02.txt,Q9,7.36585365853659
n02-sor-et35-p05-c03.txt,Q1,7.23809523809524
n02-sor-et35-p05-c03.txt,Q2,7.42857142857143
n02-sor-et35-p05-c03.txt,Q3,7.11904761904762
n02-sor-et35-p05-c03.txt,Q4,8.07142857142857
n02-sor-et35-p05-c03.txt,Q5,6.48780487804878
n02-sor-et35-p05-c03.txt,Q6,6.68292682926829
n02-sor-et35-p05-c03.txt,Q7,7.97619047619048
n02-sor-et35-p05-c03.txt,Q8,7.11904761904762
n02-sor-et35-p05-c03.txt,Q9,6.19047619047619
n02-sor-et35-p05-c04.txt,Q1,7.30232558139535
n02-sor-et35-p05-c04.txt,Q2,6.53488372093023
n02-sor-et35-p05-c04.txt,Q3,6.7906976744186
n02-sor-et35-p05-c04.txt,Q4,7.90697674418605
n02-sor-et35-p05-c04.txt,Q5,6.92857142857143
n02-sor-et35-p05-c04.txt,Q6,6.88372093023256
n02-sor-et35-p05-c04.txt,Q7,7.48837209302326
n02-sor-et35-p05-c04.txt,Q8,6.93023255813954
n02-sor-et35-p05-c04.txt,Q9,5.975
n02-sor-et35-p06-c03.txt,Q1,6.28260869565217
n02-sor-et35-p06-c03.txt,Q2,7.67391304347826
n02-sor-et35-p06-c03.txt,Q3,6.84444444444444
n02-sor-et35-p06-c03.txt,Q4,7.5
n02-sor-et35-p06-c03.txt,Q5,5.91111111111111
n02-sor-et35-p06-c03.txt,Q6,5.77777777777778
n02-sor-et35-p06-c03.txt,Q7,7.5
n02-sor-et35-p06-c03.txt,Q8,6.23913043478261
n02-sor-et35-p06-c03.txt,Q9,5.47619047619048
n02-sor-et35-p06-c04.txt,Q1,7.66666666666667
n02-sor-et35-p06-c04.txt,Q2,6.31818181818182
n02-sor-et35-p06-c04.txt,Q3,6.81818181818182
n02-sor-et35-p06-c04.txt,Q4,7.93333333333333
n02-sor-et35-p06-c04.txt,Q5,8.02222222222222
n02-sor-et35-p06-c04.txt,Q6,7.64444444444445
n02-sor-et35-p06-c04.txt,Q7,7.86666666666667
n02-sor-et35-p06-c04.txt,Q8,7.88888888888889
n02-sor-et35-p06-c04.txt,Q9,7.75555555555556
